#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
190	NM_001144918	chr10	-	123237843	123357972	123239370	123353331	16	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274636,123276832,123279492,123298105,123310803,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123353481,123357972,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,0,-1,
190	NM_001320658	chr10	-	123237843	123357972	123239370	123353331	18	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274636,123276832,123279492,123298105,123310803,123324015,123324951,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123325218,123353481,123357972,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
190	NM_023029	chr10	-	123237843	123353481	123239370	123353331	16	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123353222,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123353481,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,
190	NM_000141	chr10	-	123237843	123357972	123239370	123353331	18	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123324951,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123325218,123353481,123357972,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
190	NM_001144914	chr10	-	123237843	123353481	123239370	123353331	15	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123298105,123310803,123324015,123324951,123353222,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123298229,123310973,123324093,123325218,123353481,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,1,1,0,
190	NM_001144913	chr10	-	123241366	123353481	123241685	123353331	17	123241366,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123278195,123279492,123298105,123310803,123324015,123324951,123353222,	123241691,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123278343,123279683,123298229,123310973,123324093,123325218,123353481,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,
190	NM_022970	chr10	-	123237843	123357972	123239370	123353331	18	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123278195,123279492,123298105,123310803,123324015,123324951,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123278343,123279683,123298229,123310973,123324093,123325218,123353481,123357972,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
190	NM_001144916	chr10	-	123237843	123353772	123239370	123353331	15	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123353222,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123353772,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,0,
190	NR_073009	chr10	-	123237843	123357972	123357972	123357972	17	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123278195,123279492,123298105,123310803,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123278343,123279683,123298229,123310973,123353481,123357972,	0	FGFR2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
190	NM_001144917	chr10	-	123237843	123357972	123239370	123353331	16	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123279492,123298105,123310803,123324015,123324951,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123279683,123298229,123310973,123324093,123325218,123353481,123357972,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,1,1,0,-1,
190	NM_001144915	chr10	-	123237843	123356159	123239094	123353331	17	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123353222,123355990,	123239184,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123353481,123356159,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
190	NM_001144919	chr10	-	123241366	123357972	123241685	123353331	17	123241366,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123278195,123279492,123298105,123310803,123324015,123353222,123357475,	123241691,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123278343,123279683,123298229,123310973,123324093,123353481,123357972,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
614	NM_001160125	chr10	-	3818187	3827473	3821744	3827206	3	3818187,3823832,3827104,	3821782,3824406,3827473,	0	KLF6	cmpl	cmpl	1,0,0,
614	NM_001300	chr10	-	3818187	3827473	3821730	3827206	4	3818187,3822297,3823832,3827104,	3821782,3822421,3824406,3827473,	0	KLF6	cmpl	cmpl	2,1,0,0,
614	NR_027653	chr10	-	3818187	3827473	3827473	3827473	4	3818187,3822297,3823986,3827104,	3821782,3822421,3824406,3827473,	0	KLF6	unk	unk	-1,-1,-1,-1,
614	NM_001160124	chr10	-	3818187	3827473	3821730	3827206	4	3818187,3822297,3823958,3827104,	3821782,3822421,3824406,3827473,	0	KLF6	cmpl	cmpl	2,1,0,0,
646	NM_002051	chr10	+	8096666	8117164	8097618	8115986	6	8096666,8097249,8100267,8105958,8111435,8115701,	8096854,8097859,8100804,8106101,8111561,8117164,	0	GATA3	cmpl	cmpl	-1,0,1,1,0,0,
646	NM_001002295	chr10	+	8096666	8117164	8097618	8115986	6	8096666,8097249,8100267,8105955,8111435,8115701,	8096854,8097859,8100804,8106101,8111561,8117164,	0	GATA3	cmpl	cmpl	-1,0,1,1,0,0,
700	NM_001097590	chr10	+	15139178	15146256	15145313	15146165	3	15139178,15144216,15145303,	15139408,15144335,15146256,	0	RPP38	cmpl	cmpl	-1,-1,0,
700	NM_001265601	chr10	+	15139178	15146256	15145313	15146165	2	15139178,15145303,	15139765,15146256,	0	RPP38	cmpl	cmpl	-1,0,
700	NM_006414	chr10	+	15139178	15146256	15145313	15146165	2	15139178,15145303,	15139408,15146256,	0	RPP38	cmpl	cmpl	-1,0,
700	NM_183005	chr10	+	15139178	15146256	15145313	15146165	3	15139178,15144216,15145303,	15139765,15144335,15146256,	0	RPP38	cmpl	cmpl	-1,-1,0,
751	NM_001195630	chr10	+	21823100	21846114	21823573	21845871	4	21823100,21823573,21827761,21845571,	21823449,21823733,21827841,21846114,	0	MLLT10	cmpl	cmpl	-1,0,1,0,
751	NM_001195628	chr10	+	21823100	21846114	21823573	21845871	4	21823100,21823573,21827761,21845571,	21823423,21823733,21827841,21846114,	0	MLLT10	cmpl	cmpl	-1,0,1,0,
751	NM_001324296	chr10	+	21822277	21846114	21823573	21845871	4	21822277,21823573,21827761,21845571,	21822770,21823733,21827841,21846114,	0	MLLT10	cmpl	cmpl	-1,0,1,0,
751	NM_001195627	chr10	+	21823100	21846114	21823573	21845606	5	21823100,21823573,21827761,21840744,21845571,	21823449,21823733,21827841,21840850,21846114,	0	MLLT10	cmpl	cmpl	-1,0,1,0,1,
831	NM_004521	chr10	-	32297937	32345371	32304456	32344901	26	32297937,32304436,32306070,32306979,32307243,32307429,32308785,32309949,32310153,32311067,32311775,32317355,32320000,32321633,32322772,32323617,32324449,32324817,32326181,32326447,32327090,32327705,32328254,32329311,32337391,32344775,	32300444,32304587,32306287,32307084,32307315,32307490,32308887,32310059,32310215,32311185,32311964,32317499,32320207,32321702,32322966,32323766,32324595,32324922,32326306,32326535,32327146,32327754,32328359,32329385,32337479,32345371,	0	KIF5B	cmpl	cmpl	-1,1,0,0,0,2,2,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,
917	NM_020975	chr10	+	43572516	43625797	43572706	43623717	20	43572516,43595906,43597789,43600399,43601823,43604478,43606654,43607546,43608300,43609003,43609927,43612031,43613820,43614978,43615528,43617393,43619118,43620330,43622022,43623559,	43572779,43596170,43598077,43600641,43602019,43604678,43606913,43607672,43608411,43609123,43610184,43612179,43613928,43615193,43615651,43617464,43619256,43620430,43622170,43625797,	0	RET	cmpl	cmpl	0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,2,2,0,1,
917	NM_020630	chr10	+	43572516	43622952	43572706	43622202	19	43572516,43595906,43597789,43600399,43601823,43604478,43606654,43607546,43608300,43609003,43609927,43612031,43613820,43614978,43615528,43617393,43619118,43620330,43622022,	43572779,43596170,43598077,43600641,43602019,43604678,43606913,43607672,43608411,43609123,43610184,43612179,43613928,43615193,43615651,43617464,43619256,43620430,43622952,	0	RET	cmpl	cmpl	0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,2,2,0,
918	NM_001282862	chr10	-	43689980	43725187	43691691	43725102	13	43689980,43691923,43692423,43693451,43694380,43694539,43695123,43695629,43696114,43697255,43698745,43701366,43725084,	43691716,43691996,43692547,43693643,43694460,43694642,43695216,43695704,43696336,43697393,43698868,43701570,43725187,	0	RASGEF1A	cmpl	cmpl	2,1,0,0,1,0,0,0,0,0,0,0,0,
918	NM_145313	chr10	-	43689980	43762367	43691691	43701564	13	43689980,43691923,43692423,43693451,43694380,43694539,43695123,43695629,43696114,43697255,43698745,43701366,43762292,	43691716,43691996,43692547,43693643,43694460,43694642,43695216,43695704,43696336,43697393,43698868,43701570,43762367,	0	RASGEF1A	cmpl	cmpl	2,1,0,0,1,0,0,0,0,0,0,0,-1,
927	NM_001277990	chr10	-	44865600	44880545	44868335	44880453	3	44865600,44876275,44880392,	44868533,44876328,44880545,	0	CXCL12	cmpl	cmpl	0,1,0,
927	NM_000609	chr10	-	44865600	44880545	44868775	44880453	4	44865600,44874084,44876210,44880392,	44868791,44874171,44876328,44880545,	0	CXCL12	cmpl	cmpl	2,2,1,0,
927	NM_001178134	chr10	-	44872509	44880545	44873196	44880453	4	44872509,44874084,44876210,44880392,	44873353,44874171,44876328,44880545,	0	CXCL12	cmpl	cmpl	2,2,1,0,
927	NM_001033886	chr10	-	44871314	44880545	44871386	44880453	4	44871314,44874084,44876210,44880392,	44871480,44874171,44876328,44880545,	0	CXCL12	cmpl	cmpl	2,2,1,0,
927	NM_199168	chr10	-	44872509	44880545	44874080	44880453	3	44872509,44876210,44880392,	44874171,44876328,44880545,	0	CXCL12	cmpl	cmpl	2,1,0,
963	NM_001278548	chr10	+	49609654	49647402	49609703	49642938	10	49609654,49612894,49617921,49618072,49628197,49634086,49634422,49635122,49639235,49642921,	49609825,49613024,49617980,49618211,49628363,49634113,49634547,49635186,49639313,49647402,	0	MAPK8	cmpl	cmpl	0,2,0,2,0,1,1,0,1,1,
978	NM_005437	chr10	+	51572363	51590734	51579141	51589230	10	51572363,51579127,51580555,51580879,51581269,51582182,51582795,51584615,51586270,51589224,	51572492,51579282,51580696,51580968,51581378,51582272,51582939,51585599,51586411,51590734,	0	NCOA4	cmpl	cmpl	-1,0,0,0,2,0,0,0,0,0,
978	NM_001145263	chr10	+	51565107	51590734	51579141	51589230	10	51565107,51579127,51580555,51580879,51581269,51582182,51582795,51584615,51586270,51589224,	51565296,51579282,51580696,51580968,51581378,51582272,51582939,51585599,51586411,51590734,	0	NCOA4	cmpl	cmpl	-1,0,0,0,2,0,0,0,0,0,
978	NM_001145261	chr10	+	51565107	51590734	51568356	51589230	11	51565107,51568293,51579127,51580555,51580879,51581269,51582182,51582795,51584615,51586270,51589224,	51565296,51568390,51579282,51580696,51580968,51581378,51582272,51582939,51585599,51586411,51590734,	0	NCOA4	cmpl	cmpl	-1,0,1,0,0,2,0,0,0,0,0,
978	NM_001145262	chr10	+	51576284	51590734	51579141	51589230	10	51576284,51579127,51580555,51580879,51581269,51582182,51582795,51584615,51586270,51589224,	51576499,51579282,51580696,51580968,51581378,51582272,51582939,51585599,51586411,51590734,	0	NCOA4	cmpl	cmpl	-1,0,0,0,2,0,0,0,0,0,
978	NM_001145260	chr10	+	51565107	51590734	51568356	51586675	12	51565107,51568293,51579127,51580555,51580879,51581269,51582182,51582795,51584615,51586270,51586609,51589224,	51565296,51568390,51579282,51580696,51580968,51581378,51582272,51582939,51585599,51586411,51586698,51590734,	0	NCOA4	cmpl	cmpl	-1,0,1,0,0,2,0,0,0,0,0,-1,
1062	NM_001786	chr10	+	62538211	62554610	62539923	62553733	8	62538211,62539898,62544462,62545421,62547817,62551647,62551905,62553634,	62538328,62539960,62544619,62545545,62547988,62551811,62552047,62554610,	0	CDK1	cmpl	cmpl	-1,0,1,2,0,0,2,0,
1062	NM_001170407	chr10	+	62538211	62546827	62539923	62545557	4	62538211,62539898,62544462,62545421,	62538328,62539960,62544619,62546827,	0	CDK1	cmpl	cmpl	-1,0,1,2,
1062	NM_001170406	chr10	+	62538088	62546827	62539923	62545557	4	62538088,62539898,62544462,62545421,	62538217,62539960,62544619,62546827,	0	CDK1	cmpl	cmpl	-1,0,1,2,
1062	NM_033379	chr10	+	62538211	62554610	62539923	62553733	7	62538211,62539898,62544462,62545421,62551647,62551905,62553634,	62538328,62539960,62544619,62545545,62551811,62552047,62554610,	0	CDK1	cmpl	cmpl	-1,0,1,2,0,2,0,
1062	NM_001320918	chr10	+	62538088	62554611	62539923	62553733	8	62538088,62539898,62544462,62545421,62547817,62551647,62551905,62553634,	62538217,62539960,62544619,62545545,62547988,62551811,62552047,62554611,	0	CDK1	cmpl	cmpl	-1,0,1,2,0,0,2,0,
1081	NR_031566	chr10	-	65132716	65132808	65132808	65132808	1	65132716,	65132808,	0	MIR1296	unk	unk	-1,
1137	NM_005041	chr10	-	72357103	72362531	72357808	72360658	3	72357103,72360119,72362400,	72358937,72360662,72362531,	0	PRF1	cmpl	cmpl	2,0,-1,
1137	NM_001083116	chr10	-	72357103	72362531	72357808	72360658	3	72357103,72360119,72362400,	72358937,72360688,72362531,	0	PRF1	cmpl	cmpl	2,0,-1,
1206	NM_001278495	chr10	+	81462982	81472513	81463365	81472241	7	81462982,81465797,81468454,81469555,81470137,81471005,81471455,	81463747,81466497,81468583,81469695,81470520,81471122,81472513,	0	NUTM2B	cmpl	cmpl	0,1,2,2,1,0,0,
1256	NR_029907	chr10	-	88024450	88024545	88024545	88024545	1	88024450,	88024545,	0	MIR346	unk	unk	-1,
1263	NM_001099338	chr10	+	88985204	88994733	88985587	88994465	7	88985204,88988019,88990676,88991777,88992359,88993229,88993679,	88985969,88988719,88990805,88991917,88992742,88993346,88994733,	0	NUTM2A	cmpl	cmpl	0,1,2,2,1,0,0,
1277	NR_028035	chr10	+	90750315	90776818	90776818	90776818	7	90750315,90762785,90770295,90770509,90771755,90773099,90773875,	90750663,90762951,90770357,90770572,90771838,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1277	NR_028036	chr10	+	90750315	90776818	90776818	90776818	8	90750315,90762785,90767456,90770295,90770509,90771755,90773099,90773875,	90750663,90762951,90767594,90770357,90770572,90771838,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
1277	NR_028034	chr10	+	90750315	90776818	90776818	90776818	6	90750315,90762785,90770295,90771755,90773099,90773875,	90750663,90762951,90770357,90771838,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,
1277	NM_152871	chr10	+	90750315	90776818	90750633	90774207	8	90750315,90762785,90767456,90768645,90770295,90771755,90773099,90773875,	90750663,90762951,90767594,90768754,90770357,90771838,90773124,90776818,	0	FAS	cmpl	cmpl	0,0,1,1,2,1,0,1,
1277	NR_028033	chr10	+	90750315	90776818	90776818	90776818	7	90750315,90762785,90767456,90770295,90771755,90773099,90773875,	90750663,90762951,90767594,90770357,90771838,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1277	NR_135315	chr10	+	90751044	90776818	90776818	90776818	7	90751044,90762785,90770295,90770509,90771755,90773099,90773875,	90751383,90762951,90770357,90770572,90771838,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1277	NR_135314	chr10	+	90751044	90776818	90776818	90776818	9	90751044,90762785,90767456,90768645,90770295,90770509,90771755,90773099,90773875,	90751383,90762951,90767594,90768754,90770357,90770572,90771838,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
1277	NR_135313	chr10	+	90750315	90776818	90776818	90776818	7	90750315,90762785,90767456,90770295,90770509,90773099,90773875,	90750663,90762951,90767594,90770357,90770572,90773124,90776818,	0	FAS	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1277	NM_152872	chr10	+	90750315	90776818	90750633	90773887	8	90750315,90762785,90767456,90768645,90770295,90770509,90771755,90773875,	90750663,90762951,90767594,90768754,90770357,90770572,90771838,90776818,	0	FAS	cmpl	cmpl	0,0,1,1,2,1,1,0,
1277	NM_000043	chr10	+	90750315	90776818	90750633	90774207	9	90750315,90762785,90767456,90768645,90770295,90770509,90771755,90773099,90773875,	90750663,90762951,90767594,90768754,90770357,90770572,90771838,90773124,90776818,	0	FAS	cmpl	cmpl	0,0,1,1,2,1,1,0,1,
1277	NM_001320619	chr10	+	90750315	90776818	90750633	90773876	8	90750315,90762785,90767456,90768645,90770295,90770509,90773099,90773875,	90750663,90762951,90767594,90768754,90770357,90770572,90773124,90776818,	0	FAS	cmpl	cmpl	0,0,1,1,2,1,1,2,
1281	NR_029524	chr10	-	91352503	91352584	91352584	91352584	1	91352503,	91352584,	0	MIR107	unk	unk	-1,
1323	NM_000770	chr10	-	96796528	96829254	96796884	96829159	9	96796528,96798653,96802646,96805566,96818091,96824556,96826964,96827285,96828991,	96797066,96798795,96802834,96805708,96818268,96824717,96827114,96827448,96829254,	0	CYP2C8	cmpl	cmpl	1,0,1,0,0,1,1,0,0,
1323	NM_001198854	chr10	-	96796528	96829254	96796884	96828978	8	96796528,96798653,96802646,96805566,96818091,96824556,96826964,96828953,	96797066,96798795,96802834,96805708,96818268,96824717,96827114,96829254,	0	CYP2C8	cmpl	cmpl	1,0,1,0,0,1,1,0,
1323	NM_001198853	chr10	-	96796528	96829254	96796884	96827406	9	96796528,96798653,96802646,96805566,96818091,96824556,96826964,96827285,96828953,	96797066,96798795,96802834,96805708,96818268,96824717,96827114,96827448,96829254,	0	CYP2C8	cmpl	cmpl	1,0,1,0,0,1,1,0,-1,
1323	NM_001198855	chr10	-	96796528	96829254	96796884	96827406	10	96796528,96798653,96802646,96805566,96818091,96824556,96826964,96827285,96828323,96828953,	96797066,96798795,96802834,96805708,96818268,96824717,96827114,96827448,96828385,96829254,	0	CYP2C8	cmpl	cmpl	1,0,1,0,0,1,1,0,-1,-1,
1332	NM_001114094	chr10	-	97951454	98031333	97951728	98031155	16	97951454,97956663,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97976408,97983581,97987165,97990549,98002490,98006739,98031108,	97951848,97956819,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97976490,97983745,97987322,97990590,98002540,98006805,98031333,	0	BLNK	cmpl	cmpl	0,0,0,1,2,1,0,2,1,0,1,0,1,2,2,0,
1332	NM_013314	chr10	-	97951454	98031333	97951728	98031155	17	97951454,97956663,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97975076,97976408,97983581,97987165,97990549,98002490,98006739,98031108,	97951848,97956819,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97975145,97976490,97983745,97987322,97990590,98002540,98006805,98031333,	0	BLNK	cmpl	cmpl	0,0,0,1,2,1,0,2,1,1,0,1,0,1,2,2,0,
1332	NM_001258441	chr10	-	97951454	98031273	97951728	98031155	15	97951454,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97976408,97983581,97987165,97990549,98002490,98006739,98031108,	97951848,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97976490,97983745,97987322,97990590,98002540,98006805,98031273,	0	BLNK	cmpl	cmpl	0,0,1,2,1,0,2,1,0,1,0,1,2,2,0,
1332	NM_001258442	chr10	-	97951454	98031273	97951728	98031155	14	97951454,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97975076,97987177,97990549,98002490,98006739,98031108,	97951848,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97975088,97987322,97990590,98002540,98006805,98031273,	0	BLNK	cmpl	cmpl	0,0,1,2,1,0,2,1,1,0,1,2,2,0,
1332	NM_001258440	chr10	-	97951454	98031273	97951728	98031155	16	97951454,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97975076,97976408,97983581,97987165,97990549,98002490,98006739,98031108,	97951848,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97975145,97976490,97983745,97987322,97990590,98002540,98006805,98031273,	0	BLNK	cmpl	cmpl	0,0,1,2,1,0,2,1,1,0,1,0,1,2,2,0,
1332	NR_047681	chr10	-	97951454	98031273	98031273	98031273	15	97951454,97956663,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97976408,97987165,97990549,98002485,98006739,98031108,	97951848,97956819,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97976490,97987322,97990590,98002540,98006805,98031273,	0	BLNK	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1332	NR_047680	chr10	-	97951454	98031273	98031273	98031273	16	97951454,97956663,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97975076,97976408,97987177,97990549,98002490,98006739,98031108,	97951848,97956819,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97975145,97976490,97987322,97990590,98002540,98006805,98031273,	0	BLNK	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1332	NR_047682	chr10	-	97951454	98031273	98031273	98031273	15	97951454,97956663,97959830,97960737,97963812,97964287,97966766,97967627,97969593,97976408,97987165,97990549,98002490,98006739,98031108,	97951848,97956819,97959914,97960814,97963844,97964372,97966809,97967655,97969663,97976490,97987322,97990590,98002540,98006805,98031273,	0	BLNK	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1332	NR_047683	chr10	-	97951454	98031273	98031273	98031273	14	97951454,97959830,97960737,97963812,97964287,97966766,97967627,97976408,97983581,97987165,97990549,98002490,98006739,98031108,	97951848,97959914,97960814,97963844,97964372,97966809,97967655,97976490,97983745,97987322,97990590,98002540,98006805,98031273,	0	BLNK	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1379	NM_001288724	chr10	+	104153866	104162286	104155716	104162133	23	104153866,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162011,	104154357,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,	0	NFKB2	cmpl	cmpl	-1,0,0,1,0,0,2,1,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,
1379	NR_030169	chr10	+	104196268	104196341	104196341	104196341	1	104196268,	104196341,	0	MIR146B	unk	unk	-1,
1379	NM_001322935	chr10	+	104153866	104162286	104155716	104162133	22	104153866,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162008,	104154357,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,	0	NFKB2	cmpl	cmpl	-1,0,0,1,0,0,2,1,1,1,0,1,1,2,0,1,0,1,0,1,0,1,
1379	NM_001261403	chr10	+	104155352	104162286	104155716	104162133	22	104155352,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162011,	104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,	0	NFKB2	cmpl	cmpl	0,0,1,0,0,2,1,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,
1379	NM_002502	chr10	+	104155352	104162286	104155716	104162133	23	104155352,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162011,	104155553,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,	0	NFKB2	cmpl	cmpl	-1,0,0,1,0,0,2,1,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,
1379	NM_001322934	chr10	+	104155352	104162286	104155716	104162133	23	104155352,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162008,	104155553,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,	0	NFKB2	cmpl	cmpl	-1,0,0,1,0,0,2,1,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,
1379	NM_001077494	chr10	+	104154334	104162286	104155716	104162133	23	104154334,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162008,	104154531,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,	0	NFKB2	cmpl	cmpl	-1,0,0,1,0,0,2,1,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,
1387	NM_014976	chr10	+	105156411	105206019	105158183	105205306	36	105156411,105158172,105160153,105162874,105164778,105165741,105166365,105169455,105172872,105173722,105174026,105174761,105176247,105177548,105178196,105179294,105181104,105182744,105183299,105184740,105187085,105191885,105193704,105194004,105194554,105197771,105198442,105199502,105200046,105200490,105201582,105201969,105202921,105203671,105204273,105205134,	105156487,105158285,105160285,105163042,105164940,105165865,105166547,105169563,105173079,105173847,105174087,105174908,105176499,105177689,105178391,105179465,105181324,105182894,105183415,105185282,105187148,105191991,105193794,105194107,105194732,105197828,105198565,105199625,105200338,105200607,105201732,105202217,105203090,105203825,105204439,105206019,	0	PDCD11	cmpl	cmpl	-1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,2,0,0,1,2,2,2,2,0,0,0,2,0,1,2,
1456	NR_134521	chr10	+	114206745	114210483	114210483	114210483	3	114206745,114208135,114208639,	114207225,114208247,114210483,	0	VTI1A	unk	unk	-1,-1,-1,
